MENU_ITEM_NAME,AVERAGE_ITEM_PRICE,ITEM_QUANTITY,ITEM_NET_AMOUNT
Hot Sauce On Side,0.33,3.00,1.00
Hot Wing Sauce,0.00,3.00,0.00
Hugo Sprits,12.00,3.00,36.00
JD Blkberry,8.00,3.00,24.00
Jack Daniels,5.00,3.00,15.00
Jello Shot,5.04,4.00,20.16
KSU BEER,7.00,3.00,21.00
Kirin,5.00,3.00,15.00
LHH Bacardi Silver,6.00,3.00,18.00
LHH Brussels Sprouts,8.00,2.00,16.00
LHH CR Cabernet 6,5.00,3.00,15.00
LHH CR Merlot 6,5.00,2.00,10.00
LHH Loaded Fries,8.00,2.00,11.50
LHH Sangria White,5.00,3.00,15.00
Lalo,,0.00,0.00
Large Side Of Salsa,1.00,3.00,3.00
Lein Shandy,7.00,3.00,21.00
Leinenkugel Shandy,6.00,3.00,18.00
Leiny Shandy,6.67,3.00,20.00
Lemon Drop W Tequila,11.50,3.00,34.50
Lemon Shot,6.00,3.00,18.00
Lindemans,9.00,3.00,27.00
Long Drink ORIGINAL,7.50,3.00,22.50
Lost Druid,8.00,3.00,24.00
Luck Of Irish,4.00,3.00,12.00
Lucky Dog Rasberry,8.00,3.00,24.00
Lucky One Lemonade,4.67,3.00,14.00
Lucky One Original,7.00,3.00,21.00
Luna Azul,5.00,9.00,35.53
Luna Primero,10.00,3.00,30.00
Lunch Marg W Salt Rim,5.00,3.00,15.00
M-43,8.00,3.00,24.00
MICH ULTRA BUCKET,15.00,3.00,45.00
Macallan 12 Double,35.00,3.00,105.00
Mason Beer Zombies Come Out To Haze,0.00,3.00,0.00
Mcguires,6.67,3.00,20.00
Mercier,5.67,3.00,17.00
Mezcal,8.67,3.00,26.00
Michelob Bucket,18.33,3.00,55.00
Mind Eraser,0.10,3.00,0.30
Mint Julep,9.00,3.00,27.00
Miss Peaches Peach,0.00,3.00,0.00
Mom Water,6.67,3.00,20.00
Monday Night Italiano,6.00,3.00,18.00
Monkey Shoulder Scotch,12.00,2.00,24.00
Moody,10.33,3.00,31.00
Moody Tongue Pilsner HH,7.00,3.00,21.00
NR HELLAVIENNA,7.00,2.00,14.00
New - Rise & Shine Pizza,14.00,3.00,42.00
New Belgium Dominga Poloma,7.00,3.00,21.00
New Realm Lager,6.33,3.00,19.00
Noah River Pinot Noir,7.00,3.00,21.00
Nofo Cowboy,7.00,3.00,21.00
Nofo Cowboy Payday,7.00,3.00,21.00
Oatmeal Stout,3.00,3.00,9.00
Old Nation M-43 NEIPA,8.00,3.00,24.00
Original Sin,8.00,3.00,24.00
Original Sin BW Blkbry Cider,8.00,3.00,24.00
Oyster Bay Sauv Bottle,35.00,3.00,105.00
PASSIONFRUIT MARGARITA,3.33,3.00,0.00
Parish Actias,8.00,3.00,24.00
Parish Okt,9.00,3.00,27.00
Peanut Stout,5.33,3.00,16.00
Perni Haze,4.67,3.00,14.00
Pickle,3.75,4.00,7.50
Pickleback Shot,0.00,3.00,0.00
Pineapple,3.00,3.00,9.00
Pineapple Picante,6.01,2.00,11.42
Pint Of Cranberry,3.50,3.00,10.50
Pizza,0.00,3.00,0.00
Pog Basement,7.00,3.00,21.00
Pontoon Trail Maker,7.00,3.00,21.00
Printers Ale Delux,5.00,3.00,0.00
Printers Cyan,6.67,3.00,20.00
Printers Orange Creamsicle,5.67,3.00,3.00
Psychedelic rabbit,7.00,3.00,10.50
Quest Cost Ipa,7.00,3.00,21.00
Rabbit,6.00,3.00,18.00
Redemption Rye,16.00,3.00,48.00
Reeces Company Apple Pie,7.00,3.00,21.00
Reformation Octoberfest,8.00,3.00,24.00
Rogue Nitro Stout,8.00,3.00,24.00
Royal Flush,8.00,3.00,24.00
Rumpi,6.00,3.00,18.00
Rumple Mintz,6.00,3.00,15.00
SHORTBARREL RYE,15.33,3.00,46.00
SHORTBARREL RYE dbl,24.00,3.00,72.00
SN N. Hemisphere,4.67,3.00,11.13
SN Pale Ale,6.00,3.00,18.00
Santa Margherita Pinot Grigio 6oz,17.50,1.00,17.50
Schramms Mead,15.00,3.00,45.00
Sd Of Pickles,0.17,3.00,0.50
Sd Red Onion,0.17,3.00,0.50
Sd Sour Cream,0.17,3.00,0.50
Senorita Lime,10.00,3.00,30.00
Side Asian Chili Crisp,0.33,3.00,1.00
Side Caesar Dressing,0.17,3.00,0.50
Side Fried Pickles,4.67,3.00,4.50
Side Marinara,0.50,3.00,1.50
Side Mayo,0.17,3.00,0.50
Side Nashville Hot,0.33,3.00,1.00
Side Of BSB,0.17,3.00,0.50
Side Of Balsamic Dressing,0.33,3.00,1.00
Side Of Buffalo Sauce,0.00,3.00,0.00
Side Of Cocktail Sauce,0.17,3.00,0.50
Side Of Croutons,0.17,3.00,0.50
Side Of Flour Tortillas,1.00,3.00,3.00
Side Of Fries,0.00,3.00,0.00
Side Of Garlic Butter,0.00,3.00,0.00
Side Of Garlic Parm,0.00,3.00,0.00
Side Of Grilled Chicken,2.00,2.00,4.00
Side Of Red Onion,0.17,3.00,0.50
Side Of Scallions,0.00,3.00,0.00
Side Of Sweet Heat,0.00,3.00,0.00
Side Onions,0.17,3.00,0.50
Side Pickled Onions,0.33,3.00,1.00
Sierra Nevada Pa,6.00,3.00,9.00
Sierra Pale Ale,6.00,3.00,18.00
Sierrra Nevada Pale,6.00,3.00,18.00
Small Side Of Cheese Curds,0.00,3.00,0.00
Smores Porter,8.00,3.00,24.00
Soda w Cran,0.00,3.00,0.00
Stillfire Glory Haze,6.67,3.00,20.00
Stillfire Marzen,6.00,3.00,14.00
Sun Cruiser Iced Tea,5.33,3.00,16.00
Sunglow,4.00,2.00,8.00
Surfside Black Cherry Lemonade+Vodka can,8.00,3.00,24.00
Sweet Heat Bbq,0.58,3.00,1.75
Sweetwater Hazy,7.00,3.00,21.00
Taco Tuesday,9.00,3.00,27.00
Take A Look,10.00,3.00,30.00
Tap Salad,12.25,3.00,36.75
Tenessee Shine Co Shot,3.00,3.00,9.00
Tepache Pineapple,7.00,3.00,21.00
Tepache Pineapple Sour,6.00,3.00,18.00
Teramana Anejo,12.00,3.00,36.00
Teremana Repo Double,14.33,3.00,43.00
Three Taverns Big Night On Ponce,5.00,3.00,15.00
Tiki,2.00,3.00,6.00
Titos Lunch Double,10.00,3.00,30.00
Titos Special,5.00,3.00,15.00
Town Branch,20.67,3.00,62.00
Tropical 5 Tall,5.00,3.00,13.50
Tropical Wyrm,7.00,2.00,14.00
Twea No Make,5.00,7.00,17.50
Twee,5.00,3.00,7.50
Twistwd Tea,5.00,3.00,7.50
Unibroue La Fin Du Monde,20.00,2.00,36.74
Untitled Art Florida Seltzer Blueberry Kumquat can,8.00,2.00,16.00
Vanilla Ice Cream,3.00,3.00,9.00
Viking Bliss,8.00,3.00,24.00
Voodoo Ranger,5.33,3.00,16.00
Wheatly,6.00,3.00,18.00
White C,7.00,3.00,21.00
White Claw Black Cherry Hard Seltzer can,6.00,3.00,18.00
White Tea,4.93,7.00,34.50
Wickee Weed Perni Haze,7.00,3.00,21.00
Wine Flight,10.00,3.00,30.00
Woodford Old Fashiond,15.00,3.00,45.00
Yueng,3.00,3.00,9.00
Yuengling Cold Glass,4.00,3.00,12.00
Zombie Come Out,8.00,3.00,24.00
Zombie Haze,8.00,3.00,24.00
Zombies Come Out,8.00,3.00,24.00
.,0.50,2.00,1.00
1,0.97,2.00,0.95
10 Fried Shrimp,5.50,2.00,11.00
1892 Old Fashion,11.00,2.00,22.00
2 LEMON DROP SHOTS,10.00,1.00,10.00
2 Shrimp Tacos,0.00,2.00,0.00
3oz Caesar*,0.00,2.00,0.00
4 Oz Marinara,2.00,2.00,4.00
7 Bridges No Make,8.00,2.00,16.00
99X,3.00,2.00,6.00
Abs Ras,7.00,2.00,14.00
Absolue Vanilla Lemon Drop,10.00,2.00,20.00
Absolut Ras,8.00,2.00,16.00
Absolute Rasberry,6.50,2.00,13.00
Ace Imperial,5.00,2.00,10.00
Add Chicken,4.75,2.00,7.00
Add Irish Cream,2.00,2.00,4.00
Aeperol Spritz,7.00,2.00,14.00
Akadameia,7.00,2.00,14.00
Akademia,7.00,2.00,14.00
Akademic,7.00,2.00,14.00
Ale Of An Engineer,7.00,2.00,14.00
Ale Of An Engineer. New Realm,7.00,2.00,14.00
All Food To Go,0.00,2.00,0.00
Ameretti Sour,8.00,2.00,16.00
Ammunition,10.50,2.00,21.00
Amoretto Sour,8.00,2.00,16.00
Angels Triple,18.00,2.00,36.00
Angry Orchard,4.50,2.00,9.00
Angry Orchard Btl,6.00,2.00,12.00
Angry Orchard Sample,3.00,2.00,6.00
Angry Prchard,6.00,2.00,12.00
Annabella Cab,10.50,2.00,21.00
Annabella Red Wine,11.50,2.00,23.00
Aperol Sprit,9.08,2.00,18.16
Apothic,11.50,2.00,18.00
Apothic Red Blend BOTTLE,50.00,1.00,50.00
Apple Pie,3.50,2.00,7.00
Apple Pie Cider,3.50,2.00,7.00
Arches Draft,6.50,2.00,13.00
Atheletc Running Wild,5.00,2.00,10.00
Athl Can,6.00,2.00,12.00
Athletic Run Wild Ipa,6.50,2.00,13.00
Athletic Run Wild W Glass,5.50,2.00,11.00
Athletic Wild Run,5.50,2.00,11.00
Athletic oktoberfest,7.00,2.00,14.00
Athletic run Wild,5.50,2.00,11.00
Atlanta Peach,7.00,2.00,14.00
Atlanta Pineapple,7.00,2.00,11.18
Atlanta Pineapple Tepache,4.00,2.00,8.00
Automatic,7.00,2.00,14.00
Aviation Gin Double Cosmo,12.00,1.00,12.00
Ayinger Oktoberfest,8.00,2.00,16.00
B,4.00,2.00,8.00
B52 Shot,13.00,2.00,26.00
BLT,5.50,2.00,5.50
Baby Voodoo Ranger,3.00,2.00,6.00
Balcones Single Malt,21.00,2.00,42.00
Bbq Chicken Pizza,16.00,2.00,32.00
Bbq Sauce,0.50,2.00,1.00
Bbq Sauce On Side,0.25,2.00,0.50
Bearded,6.00,2.00,12.00
Bell Two Hearted,7.00,2.00,14.00
Big Glass,2.00,2.00,4.00
Big Night On Ponce Can,,0.00,0.00
Black,11.00,2.00,22.00
Black And Tan,7.00,2.00,14.00
Black Wid,8.00,2.00,16.00
"Blackberry Jack, Lemonade",8.00,2.00,16.00
Blade & Bow Big Rock,15.00,2.00,27.00
Blade + Bow,17.00,2.00,34.00
Blantons Bourbon,25.00,2.00,50.00
Blaxk Cherry White Claw,6.00,2.00,12.00
Blu,1.67,3.00,5.00
Blue Cheese,0.50,2.00,1.00
Blue Houdini,3.00,2.00,6.00
Blue Jacket,5.00,3.00,15.00
Blue Jacket Hill House,5.00,2.00,10.00
Blue Monn,7.00,2.00,14.00
Bold Monk 10oz,8.00,2.00,16.00
Bold Monk Okt,8.00,2.00,16.00
Bold Rock Sunset,3.50,2.00,7.00
Boodles Strawberry,8.00,1.00,8.00
Boom Boom S,0.50,2.00,1.00
Boom Boom Sauce,0.50,2.00,1.00
Bottle Titos,23.33,3.00,70.00
Bowl Of Chili,4.75,2.00,9.50
Brahma Chopp Cerveja Pilsen,4.00,2.00,8.00
Brahman,5.00,2.00,10.00
Bramha,,0.00,0.00
Brass Tap Coquito,14.00,2.00,28.00
Bravazza,5.00,2.00,10.00
Brazzi,3.00,2.00,6.00
Brisket,3.00,2.00,0.00
Bucket Mich Ultra 6,15.00,1.00,15.00
Buckh MU,16.00,2.00,26.85
Budweiser Zero,5.00,2.00,10.00
Buffalo Chicken Tendy Sammich On Toast,0.00,2.00,0.00
Bum Bum Rum,10.00,2.00,20.00
Bumbu Creme Rum,6.00,2.00,12.00
Bushmill Whiskey Rock,10.00,2.00,20.00
Cachaca,8.00,2.00,16.00
Caesar Dressing*,0.00,2.00,0.00
Cambio Double,15.00,2.00,30.00
Campo Bravo Re,9.00,2.00,18.00
Campo Rep,5.00,2.00,10.00
Can Beer,3.00,2.00,6.00
Can Of Ginger Beer,3.00,1.00,3.00
Casa Migos Jalapeno,9.00,2.00,18.00
Casa Noble Blanco 1/2,6.00,2.00,12.00
Casa Noble Silver,5.00,2.00,5.00
Casamigos Christalno Repo,5.00,2.00,5.00
Casamigos Cristaliano,15.00,2.00,30.00
Cask Harper Bourbon Neat,16.00,2.00,32.00
Cc Athena,6.50,2.00,9.74
Cc Neon,8.00,2.00,16.00
Cerveza No Make,7.00,2.00,14.00
Champange,9.25,2.00,15.01
Charge,0.01,1.00,0.01
"Cheeseburger And Fries, Just Meat And Cheese",8.00,2.00,16.00
Cherry Choufee,6.00,2.00,12.00
Cherry Pie Cider,6.50,2.00,8.00
Chicken Club Wrap (CAT),50.00,2.00,100.00
Chicken Parm Sliders,0.00,2.00,0.00
Chicken Quesadilla,5.00,2.00,10.00
Chicken Sandwich W Fries,10.00,2.00,20.00
Chicken Tender Wrap,0.00,2.00,0.00
Chickenfor Sala,2.00,2.00,4.00
Chocolate Chip Lava Cookie,4.50,2.00,9.00
Chocolate Stout,8.00,1.00,8.00
Christmas Cookie,3.00,2.00,6.00
Cinnamon Toast Crunch,3.00,2.00,6.00
Clase Azul,15.00,2.00,15.00
Classic City HH,6.00,2.00,12.00
Classic City Lager,6.00,2.00,12.00
Club Soda And Cranberry Juice,2.50,2.00,5.00
Clubsoda Lime And Mint,3.00,2.00,6.00
Cocktail Sauce,0.50,2.00,1.00
Cold Beer Can,,0.00,0.00
Cold. One,,0.00,0.00
Confort Beer,8.00,2.00,16.00
Corn Tortilla,0.75,2.00,1.50
Country Beer Orange Cream Cider,8.00,2.00,16.00
Country Boy Cider,7.50,2.00,15.00
Countryboy Dream Cicle,8.00,2.00,13.26
Cowboy Sauce,0.25,2.00,0.50
Cranberry And Soda Water,3.50,2.00,7.00
Cranberry/pineapple Juice,3.00,2.00,6.00
Cransberry Juice,0.00,2.00,0.00
Creat Cwn,7.00,2.00,14.00
Creature Comfort Fall,5.00,2.00,10.00
Creature Comforts Oktoberfest,7.00,3.00,21.00
Creature Confort,5.00,2.00,10.00
Creature Fall,8.00,2.00,16.00
Crescent,10.00,2.00,20.00
Crescent 9,6.00,2.00,12.00
Crispy Brussels Sprouts (CAT),35.00,3.00,105.00
D O W,12.00,1.00,12.00
D.o.W,9.00,2.00,18.00
DOW Cherry Limeade,7.00,2.00,14.00
DOW Sakura,7.00,2.00,14.00
Dalmore 15,20.50,2.00,41.00
Dalmore Sherry 12,16.00,2.00,32.00
Daou Cabernet Sauvignon btl,60.00,2.00,112.66
Deep Eddy D,10.00,2.00,20.00
Deep Eddy Lrmon,5.00,2.00,10.00
Deep Eddy Pineapple,6.00,2.00,12.00
Deschutes Patagonia Draft,7.00,2.00,14.00
Deschutes Stout,8.00,2.00,16.00
Dive Bar,3.00,2.00,6.00
Dogfish Head,6.00,2.00,12.00
Don Julio 70 Marg With Grand Mar,18.00,2.00,36.00
Dont Make,0.01,2.00,0.02
Dos XX,6.00,2.00,12.00
Double Baileys,10.00,2.00,20.00
Double Jack N Coke Pint Glass,0.00,2.00,0.00
Double Jeparady Sample,3.00,2.00,6.00
Doubpe Jeapordy,6.00,2.00,12.00
Doucce Shot,10.00,2.00,20.00
Dragon Fruit Lemon Drop,11.50,2.00,23.00
Dragon Fruit Martini,11.50,2.00,23.00
Dunk,7.50,2.00,15.00
Eagle Rare X2,28.00,2.00,56.00
Edmunds Oast Pilsner,7.00,2.00,14.00
Educated Guess,11.00,2.00,22.00
Egg Sandwich,4.00,2.00,1.50
Etsu French 75,12.00,2.00,24.00
Fall Line Cloud,7.00,2.00,14.00
Fall.line Octoberfest,5.00,2.00,10.00
Fallline Bucket,10.00,1.00,10.00
Faustino Rivero,10.00,2.00,6.75
Fernet,7.00,2.00,7.00
Finnish Longbdrink Cranberry,7.50,2.00,15.00
FireWater Hop Chief,8.00,2.00,16.00
Fireball,6.00,2.00,12.00
Fleurs de Prairie Rose btl,40.00,1.00,40.00
Flight Beer,10.00,2.00,18.50
Florida Man Trop,5.00,2.00,10.00
Florida Man Trop Can,5.00,2.00,10.00
Flour Tortilla To Go,0.00,2.00,0.00
Flower Power,6.00,2.00,12.00
Fre Sauv Blanc,5.50,2.00,11.00
Frozen Glass For Beth,0.00,2.00,0.00
Full Floral,8.00,2.00,16.00
Garlic Aoli,0.50,2.00,1.00
Ghost In The Machine,6.00,2.00,11.50
Gift Card,37.50,2.00,75.00
Glass 10 Onz,10.00,2.00,20.00
Glass With Ice Cube,0.00,2.00,0.00
Golden Mango,5.00,2.00,10.00
Grander 12 Year,12.00,2.00,24.00
Grander 8yr Rum,7.33,3.00,22.00
Grander Ace Of Spades,8.00,2.00,16.00
Grapefruit Gose HH,6.00,2.00,12.00
Grapefruit Juice On The Rocks,3.00,2.00,6.00
Green Fried Tom,7.00,2.00,14.00
Grill Chicken,5.50,2.00,10.99
Grilled Shrimp,5.00,2.00,1.50
Guinness Upcharge,1.00,2.00,2.00
HH Jai Alai 16oz,5.00,2.00,10.00
HH LH MILK STOUT,8.00,2.00,16.00
HH NUTRL Cranberry Seltzer,,0.00,0.00
Half Order Of Steak Nachos,10.00,2.00,20.00
Hazed N Blazed,7.00,2.00,14.00
Hedrick With A Twist Of Lemon On The Roxks,8.00,2.00,16.00
Heinekin,6.00,2.00,12.00
Hellavienna,6.50,2.00,13.00
Hendricks DOUBLE,13.00,2.00,26.00
Hendricks Oasium,9.50,2.00,19.00
Hendriks,5.00,2.00,10.00
Hendrix Oasium,9.00,2.00,18.00
Herr,12.00,2.00,24.00
Herradura Lemon Drop,10.00,2.00,20.00
Herrudura,12.00,2.00,24.00
Hi Wire Stout,6.50,2.00,13.00
High Brew Bourbon Vanilla Latte Dairy Free Can,6.60,2.00,13.20
High Noon Bucket,0.00,2.00,0.00
High Noon Grapefruit,7.00,2.00,14.00
High Noon Lucky One Lemonade,8.00,2.00,16.00
High Noon Pineapple,6.00,2.00,12.00
Highland,6.00,2.00,12.00
Highland Oatmeal,7.00,2.00,14.00
Highnoon Mango,5.00,2.00,10.00
Hippin Hops,7.00,2.00,14.00
Hitachino Nest White Owl,11.00,2.00,22.00
Hobgoblin,3.00,2.00,6.00
Hoegaarden Origional,5.00,2.00,10.00
Hogarden,5.00,2.00,10.00
Hot Honey Dont Make,0.75,2.00,1.50
House Cab,7.00,2.00,14.00
Innis & Gunn,5.00,2.00,7.50
Innis And Gun,5.00,2.00,10.00
Innis Gun,5.00,2.00,7.50
Innis Gunn Can,6.00,2.00,12.00
Ipa,4.50,2.00,9.00
Ipa Ponce Can,5.00,2.00,10.00
Irish W,6.00,2.00,12.00
Italian Pils,6.00,2.00,12.00
Its Time,0.00,2.00,0.00
JD Blackberry,5.00,2.00,10.00
Jack And Coke,5.00,2.00,10.00
Jack Blackberry N Coke Lunch,5.00,2.00,10.00
Jack Honey,6.00,2.00,12.00
Jack N Coke Zero Lunch,5.00,2.00,10.00
Jersey,8.00,2.00,14.40
Joel Pinot Noir,12.00,2.00,24.00
Johnnie Walker Black Double,25.00,2.00,50.00
June Menu - Hand-Breaded Boneless Wings,12.00,1.00,0.00
Kahula,5.00,2.00,10.00
Kentucky Bourbon,7.00,2.00,14.00
Kettle One And Soda,10.00,2.00,20.00
Kids 2 Tenders And Fries,10.00,2.00,20.00
Kids Cheeseburger And Fries,8.00,2.00,16.00
Kids Tenders And Fries,6.00,2.00,9.00
Kim Crawford Sauvignon Blanc BT,45.00,2.00,90.00
L Blue,4.00,2.00,8.00
LHH CR White Zin 6,5.00,2.00,10.00
LHH Coconut Key Lime Pie Shot,4.50,2.00,4.50
LHH Loaded Tots,8.00,2.00,12.00
LHH Tanqueray,6.00,4.00,24.00
Labatt Blue Bucket,15.00,2.00,30.00
Labatts Blue,4.00,2.00,8.00
Labett,4.00,2.00,8.00
Labett Blue,4.00,2.00,8.00
Labott,4.00,3.00,12.00
Lamarca,14.50,2.00,29.00
Large side of Lemon Pepper,0.50,2.00,0.00
Large side of Nashville Hot,0.50,2.00,0.00
Last Man Gunners Daughyer,10.00,2.00,20.00
Lef Hand Pb St,5.00,2.00,10.00
Legent Double Old Fashioned,15.00,2.00,30.00
Lemon Pep Sprinkles,0.38,2.00,0.75
Lemonade Lucky One,7.00,2.00,14.00
Lemonade Sun Cruiser,5.00,2.00,10.00
Lexington Kentucky Bourbon Barrel,8.00,2.00,16.00
Lime After Lime,12.00,2.00,18.00
Lindman Peach,3.00,2.00,6.00
Lineage Bourbon,15.00,2.00,30.00
London Pride,3.50,2.00,7.00
Long Drink Cran,7.00,2.00,14.00
Lost Druid Italian Pilsner,8.00,2.00,16.00
Lost Druid Stand Ovation,,0.00,0.00
Lrmonade Sum Cruiser,6.00,2.00,12.00
Luck Of Irish Shot,4.50,2.00,9.00
Lucky One Bucket,25.00,2.00,50.00
Lucky One No Make,7.00,2.00,14.00
Luckyone Blbry,7.00,2.00,14.00
Luna Azul Primero,9.00,2.00,18.00
Lunch Bombay Tonic,5.00,2.00,10.00
Lunch Jack,5.00,2.00,10.00
Lunch Jack N Coke DBL,10.00,2.00,20.00
Lunch Lunazul Tequila,5.00,2.00,10.00
Lunch Marg Spicy,6.00,2.00,12.00
Lunch Sauv Blanc,5.00,2.00,10.00
Lunch Tito's Double,10.00,2.00,20.00
Lunch Titos,5.00,2.00,10.00
Lunch- Tap Out Marg,5.00,2.00,10.00
M U Bucket,15.00,1.00,15.00
MT Rice Lager,8.00,2.00,16.00
Malort,4.50,4.00,9.00
Malt Vinegar Aioli,0.25,2.00,0.50
Manhattan,13.50,2.00,27.00
Marg Lunch,5.00,2.00,10.00
Marinara Sauce,0.50,2.00,0.87
Marzen Stillfire,5.00,2.00,10.00
Mason Zombies Come Out To Haze,8.00,2.00,16.00
Mason/Beer Zombies,5.50,2.00,11.00
Mc G Cream,8.00,2.00,16.00
McGuire's,4.00,2.00,8.00
Mcquires,10.00,2.00,20.00
Meatball Sub With Fries,12.00,1.00,12.00
Meatball Sub With Tots,12.00,1.00,6.00
Mic Ultra,6.00,2.00,12.00
Mich Ultra ZERO,4.00,2.00,8.00
Michelob Bucket (6),15.00,1.00,15.00
Michelob Ultra ZERO,4.00,2.00,8.00
Michelob Zero,4.50,2.00,9.00
Michters Small Batch Old Fashion,18.00,2.00,36.00
Mojito Rep,10.00,2.00,20.00
Monday Italian,6.00,2.00,12.00
Monday Night Los Bravos,7.00,2.00,14.00
Monday Night Pilsner Draft,6.00,2.00,12.00
Monday Night Pilsner Italiano,6.00,2.00,12.00
Money Shoulder On The Rocks,12.00,2.00,24.00
Monkey S,16.00,2.00,32.00
Monkey Shoul,14.00,2.00,28.00
Monkey Shoulder On The Rocks,13.50,2.00,12.45
Monkey Shoulder Paper Double,16.00,2.00,32.00
Moody Pil,7.00,2.00,14.00
Moody Tonge Grapefruit,7.00,2.00,14.00
Moody Tongue Pilsner,6.00,2.00,12.00
Moody Tounge,11.00,2.00,11.00
Moody tongue Toasted Rice Lager,8.00,2.00,12.54
Mozzarella Sticks,3.00,2.00,0.00
Mutation,6.00,2.00,12.00
Mutation 99Xperiment,6.00,2.00,12.00
Mutation 99x,6.00,2.00,12.00
Mutation 99xperiment,6.00,2.00,12.00
Mutation99x,6.00,2.00,12.00
NR HELLUVIENNA,7.00,2.00,14.00
NR Owl,7.00,2.00,14.00
Na,0.00,2.00,0.00
Nashville hot,0.50,1.00,0.50
Neon Cylinder,4.00,2.00,8.00
New Belgium Poloma,7.00,2.00,14.00
New Holland Oatmeal Cookie,0.00,2.00,0.00
Nitro Obsidian,8.00,2.00,16.00
No Make Thc,5.00,2.00,10.00
Noah River Chard,11.00,2.00,22.00
Nofo,7.00,2.00,14.00
Nutrl HH,6.00,2.00,12.00
O'Farrell's,6.50,2.00,13.00
Old Nation NEIPA,8.00,2.00,16.00
Old Rasputin,8.00,2.00,16.00
Old Speckled Bottle,5.00,2.00,10.00
Olives,1.00,2.00,2.00
Open,0.50,2.00,1.00
Oramge Juice,3.00,2.00,6.00
Orange Cider,8.00,2.00,16.00
Orange Cream Sour,7.00,2.00,3.50
Orange Juice In To Go Cup,2.00,2.00,4.00
Original Sin Black Widow,4.00,2.00,8.00
Original Sin Taste,0.00,2.00,0.00
PB & J Shot,6.00,2.00,12.00
PB&J SHOT,6.00,2.00,12.00
POG Basement,6.50,2.00,13.00
Pablano Sauce,0.50,2.00,1.00
Pacifio,5.00,2.00,10.00
Panchos Tots with Brisket,13.75,2.00,27.50
Parish Ghost,8.00,2.00,16.00
Parish Luna,8.00,2.00,16.00
Parrish SIPS,9.00,2.00,18.00
Patagonia Lager,5.00,2.00,10.00
Patel Burger,10.00,2.00,20.00
Patron Rita,13.00,2.00,26.00
Paulner Oktoberfest,8.00,2.00,16.00
Peach S Can,5.00,2.00,10.00
"Peach State Light, Cold Glass",5.00,2.00,10.00
Peach Sun Cruiser,7.50,2.00,11.20
Penicillin,12.00,2.00,18.00
Pernicious,7.00,2.00,14.00
Pessimist Red Blend 23 btl,,0.00,0.00
Pickleback,0.00,2.00,0.00
Pilsner Italiano,6.00,2.00,12.00
Pina Picante,6.01,2.00,9.02
Pinappe,3.50,2.00,7.00
Pineapple Juice To Go,0.00,2.00,0.00
Pinneapple Juice,1.75,2.00,3.50
Pint Cranberry,3.50,2.00,7.00
Pint Glass,8.00,2.00,16.00
Piña Tepache Can,5.00,2.00,10.00
Pog,6.00,2.00,12.00
Ponce Can Ipa,5.00,2.00,10.00
Pork Quesadilla,6.01,2.00,12.02
Prairie Art,10.00,2.00,18.00
Premium Margarita,14.00,2.00,28.00
Primero Luna,8.00,2.00,16.00
Printere Ale Dylux,5.00,2.00,10.00
Printers Orange Cream Sour,7.00,2.00,7.00
Product Old Fashion,10.00,1.00,10.00
Pulled Pork Tacos On Flour,14.00,2.00,0.00
Rasberry Absoulte,8.00,2.00,16.00
Red Bull Watermelon,4.00,2.00,6.00
Red Hare Lager,4.00,2.00,8.00
Redemp Rye Double Old Fashioned,26.00,2.00,52.00
Reeces Cider TASTE,0.00,2.00,0.00
Ref Cold One,7.00,2.00,14.00
Ref Tracker,6.00,2.00,12.00
Reformation Revival Octoberfest,8.00,2.00,16.00
Regular Grilled Cheese With Fries,0.00,2.00,0.00
Rhingeist Bubbles,8.00,2.00,16.00
Rhubarb And Strawberry Gin Spritz,10.00,2.00,20.00
Ribey Steak Sandwich,17.50,2.00,35.00
Rolex,0.00,2.00,0.00
Round Trip Oktober Draft,9.00,2.00,18.00
Rum Punch,10.00,3.00,30.00
Rumple Minze,6.00,2.00,7.50
Rye Green River Double,24.00,2.00,48.00
SIDE MUSTARD,0.00,2.00,0.00
SURFSIDE BUCKET,25.00,2.00,50.00
SWEETWATER DIVE BEER - BUCKET,15.00,2.00,30.00
S\O BSB Rub,0.25,2.00,0.50
Sam Adams Oktoberfest,7.00,2.00,14.00
Saporous,3.50,2.00,7.00
SchoolHouse Take A Look Draft,10.00,2.00,20.00
Scofflaw Double Jepoardy,8.00,2.00,16.00
Scofflaw IPA,7.00,2.00,14.00
Scofflaw Juice,6.00,2.00,12.00
Scofflaw POG,6.50,2.00,13.00
Scofflaw Pog Basement,7.00,2.00,14.00
Scofflaw Swt Tea THC,10.00,2.00,20.00
Scofflaw can,6.00,2.00,12.00
Scofflow IPA,7.00,2.00,14.00
Scoop Ice.cream,3.00,2.00,6.00
Scoop Of Icecream,3.50,2.00,7.00
Sd Asain Chili Crisp,0.13,2.00,0.25
Sd Cajuin Seasoning,0.25,2.00,0.50
Sd Cesar Dressing,0.25,2.00,0.25
Sd Cowboy Sauce,0.25,2.00,0.50
Sd Croutons,0.00,2.00,0.00
Sd Garlic Parm Sauce,0.25,2.00,0.50
Sd Jalepenos,0.25,2.00,0.50
Sd Malt Vin Aoli,0.00,2.00,0.00
Sd Of Caramel,0.50,2.00,1.00
Sd Of Rajin Cajun,0.50,2.00,1.00
Senorita Marg THC,10.00,2.00,20.00
Service Charge,5.51,2.00,10.69
